id,date,name,docs-1,docs-delta-percent-1,docs-percent-1,docs-female-1,docs-male-1,docs-questions-1,docs-complaints-1,docs-2,docs-delta-percent-2,docs-percent-2,docs-female-2,docs-male-2,docs-questions-2,docs-complaints-2,docs-3,docs-delta-percent-3,docs-percent-3,docs-female-3,docs-male-3,docs-questions-3,docs-complaints-3,docs-4,docs-delta-percent-4,docs-percent-4,docs-female-4,docs-male-4,docs-questions-4,docs-complaints-4,docs-5,docs-delta-percent-5,docs-percent-5,docs-female-5,docs-male-5,docs-questions-5,docs-complaints-5,docs-6,docs-delta-percent-6,docs-percent-6,docs-female-6,docs-male-6,docs-questions-6,docs-complaints-6,docs-7,docs-delta-percent-7,docs-percent-7,docs-female-7,docs-male-7,docs-questions-7,docs-complaints-7,docs-8,docs-delta-percent-8,docs-percent-8,docs-female-8,docs-male-8,docs-questions-8,docs-complaints-8,docs-9,docs-delta-percent-9,docs-percent-9,docs-female-9,docs-male-9,docs-questions-9,docs-complaints-9,docs-10,docs-delta-percent-10,docs-percent-10,docs-female-10,docs-male-10,docs-questions-10,docs-complaints-10,docs-11,docs-delta-percent-11,docs-percent-11,docs-female-11,docs-male-11,docs-questions-11,docs-complaints-11,docs-12,docs-delta-percent-12,docs-percent-12,docs-female-12,docs-male-12,docs-questions-12,docs-complaints-12,docs-13,docs-delta-percent-13,docs-percent-13,docs-female-13,docs-male-13,docs-questions-13,docs-complaints-13,docs-14,docs-delta-percent-14,docs-percent-14,docs-female-14,docs-male-14,docs-questions-14,docs-complaints-14,docs-15,docs-delta-percent-15,docs-percent-15,docs-female-15,docs-male-15,docs-questions-15,docs-complaints-15,docs-16,docs-delta-percent-16,docs-percent-16,docs-female-16,docs-male-16,docs-questions-16,docs-complaints-16,docs-17,docs-delta-percent-17,docs-percent-17,docs-female-17,docs-male-17,docs-questions-17,docs-complaints-17,docs-18,docs-delta-percent-18,docs-percent-18,docs-female-18,docs-male-18,docs-questions-18,docs-complaints-18
ARG,2022-06-01,Argentina,35,0,0.01,5,6,0,3,800,0,0.22,160,204,27,122,53,0,0.01,7,18,3,7,234,0,0.06,37,60,13,11,0,0,0,0,0,0,0,226,0,0.06,72,65,9,51,523,0,0.14,100,177,24,82,167,0,0.04,33,53,12,37,29,0,0.01,4,7,2,3,209,0,0.06,32,62,12,31,227,0,0.06,39,80,11,39,278,0,0.07,38,81,9,33,94,0,0.03,13,31,2,17,177,0,0.05,39,76,19,60,14,0,0,2,5,1,0,190,0,0.05,52,60,12,34,111,0,0.03,22,51,8,37,348,0,0.09,47,127,24,94
ARG,2022-06-02,Argentina,29,-0.17,0.01,5,5,0,2,988,0.24,0.26,197,280,28,156,47,-0.11,0.01,9,15,2,6,224,-0.04,0.06,36,43,6,10,0,100,0,0,0,0,0,251,0.11,0.07,70,82,18,54,516,-0.01,0.13,80,154,29,78,211,0.26,0.05,36,91,21,47,28,-0.03,0.01,4,7,0,1,222,0.06,0.06,54,76,17,39,203,-0.11,0.05,38,77,16,50,274,-0.01,0.07,37,75,5,34,91,-0.03,0.02,26,35,8,18,191,0.08,0.05,51,91,15,52,23,0.64,0.01,3,10,2,3,109,-0.43,0.03,33,37,6,29,109,-0.02,0.03,23,53,8,37,329,-0.05,0.09,72,133,28,75
ARG,2022-06-03,Argentina,33,0.14,0.01,3,20,0,10,931,-0.06,0.22,169,251,30,137,50,0.06,0.01,12,18,2,8,282,0.26,0.07,31,87,6,4,0,100,0,0,0,0,0,273,0.09,0.07,67,73,15,46,614,0.19,0.15,102,199,28,85,208,-0.01,0.05,40,82,28,46,35,0.25,0.01,8,3,1,0,226,0.02,0.05,31,87,10,46,257,0.27,0.06,55,94,14,47,241,-0.12,0.06,28,64,9,34,136,0.49,0.03,23,42,3,28,187,-0.02,0.05,44,86,11,63,34,0.48,0.01,6,5,1,0,141,0.29,0.03,28,49,6,33,115,0.06,0.03,27,67,9,35,377,0.15,0.09,65,134,27,88
ARG,2022-06-04,Argentina,17,-0.48,0.01,2,4,0,3,429,-0.54,0.17,69,160,14,48,31,-0.38,0.01,4,10,4,4,158,-0.44,0.06,27,57,6,12,0,100,0,0,0,0,0,154,-0.44,0.06,49,40,9,26,380,-0.38,0.15,78,177,25,82,117,-0.44,0.05,19,64,11,32,22,-0.37,0.01,3,6,2,4,145,-0.36,0.06,36,69,14,36,149,-0.42,0.06,24,57,14,33,127,-0.47,0.05,17,46,6,18,51,-0.62,0.02,12,22,3,10,180,-0.04,0.07,41,103,15,70,8,-0.76,0,1,3,0,2,104,-0.26,0.04,16,50,9,30,90,-0.22,0.04,20,39,8,29,321,-0.15,0.13,59,141,20,85
ARG,2022-06-05,Argentina,36,1.12,0.01,9,9,1,0,288,-0.33,0.11,53,84,11,41,28,-0.1,0.01,3,11,3,2,662,3.19,0.26,103,141,16,13,0,100,0,0,0,0,0,127,-0.18,0.05,40,38,6,21,349,-0.08,0.14,67,158,18,49,100,-0.15,0.04,25,43,5,23,17,-0.23,0.01,5,6,0,1,193,0.33,0.08,27,61,11,32,109,-0.27,0.04,26,38,8,26,113,-0.11,0.04,20,38,10,23,43,-0.16,0.02,9,16,3,10,113,-0.37,0.04,30,64,22,54,14,0.75,0.01,5,5,2,0,77,-0.26,0.03,15,37,4,18,89,-0.01,0.03,14,37,3,19,210,-0.35,0.08,36,106,17,67
ARG,2022-06-06,Argentina,26,-0.28,0.01,3,8,2,6,611,1.12,0.19,103,127,21,59,48,0.71,0.01,13,15,4,8,313,-0.53,0.1,45,77,5,12,0,100,0,0,0,0,0,177,0.39,0.05,40,36,5,18,466,0.34,0.14,80,173,25,85,191,0.91,0.06,38,85,13,56,19,0.12,0.01,2,6,0,1,218,0.13,0.07,38,71,7,37,176,0.61,0.05,33,52,8,40,208,0.84,0.06,27,37,7,27,88,1.05,0.03,14,19,1,22,162,0.43,0.05,33,77,18,62,21,0.5,0.01,7,8,5,3,132,0.71,0.04,27,47,8,54,107,0.2,0.03,21,41,8,37,282,0.34,0.09,49,112,18,77
ARG,2022-06-07,Argentina,24,-0.08,0.01,6,7,0,3,658,0.08,0.2,93,153,12,60,31,-0.35,0.01,6,7,1,4,272,-0.13,0.08,28,63,6,19,0,100,0,0,0,0,0,192,0.08,0.06,56,50,10,32,533,0.14,0.16,97,182,34,99,224,0.17,0.07,40,93,20,56,24,0.26,0.01,2,5,1,1,179,-0.18,0.05,27,69,13,29,187,0.06,0.06,35,66,10,44,207,0,0.06,28,61,2,19,63,-0.28,0.02,9,22,4,11,186,0.15,0.06,54,84,35,76,21,0,0.01,4,7,1,0,158,0.2,0.05,34,51,11,33,105,-0.02,0.03,25,34,5,27,282,0,0.08,38,118,19,74
ARG,2022-06-08,Argentina,34,0.42,0.01,2,10,2,4,673,0.02,0.19,106,172,13,63,55,0.77,0.02,9,23,4,9,281,0.03,0.08,30,65,7,8,0,100,0,0,0,0,0,212,0.1,0.06,63,55,11,29,507,-0.05,0.14,73,193,35,106,254,0.13,0.07,45,114,28,71,25,0.04,0.01,2,6,0,2,183,0.02,0.05,30,77,14,45,212,0.13,0.06,35,83,13,38,213,0.03,0.06,31,48,7,16,93,0.48,0.03,14,29,5,13,256,0.38,0.07,49,133,38,94,12,-0.43,0,2,4,2,3,193,0.22,0.05,42,57,11,44,118,0.12,0.03,17,37,7,31,293,0.04,0.08,54,125,28,90
ARG,2022-06-09,Argentina,29,-0.15,0.01,3,9,0,2,641,-0.05,0.17,97,169,14,53,37,-0.33,0.01,7,13,5,9,307,0.09,0.08,41,78,7,16,0,100,0,0,0,0,0,181,-0.15,0.05,63,41,12,29,518,0.02,0.14,87,184,34,94,217,-0.15,0.06,54,96,12,55,26,0.04,0.01,2,6,2,5,202,0.1,0.05,42,71,9,29,401,0.89,0.11,83,137,53,153,213,0,0.06,31,63,12,27,62,-0.33,0.02,10,20,4,7,254,-0.01,0.07,67,113,27,93,42,2.5,0.01,6,13,1,5,215,0.11,0.06,38,70,18,36,109,-0.08,0.03,28,33,7,30,353,0.2,0.09,75,127,19,111
ARG,2022-06-10,Argentina,23,-0.21,0.01,1,8,1,1,1002,0.56,0.28,212,299,64,151,56,0.51,0.02,4,18,4,4,236,-0.23,0.07,25,64,8,12,0,100,0,0,0,0,0,196,0.08,0.05,42,54,9,28,402,-0.22,0.11,65,112,18,69,161,-0.26,0.05,30,75,9,28,26,0,0.01,2,7,1,2,153,-0.24,0.04,32,47,10,23,272,-0.32,0.08,48,95,24,87,236,0.11,0.07,21,50,5,25,85,0.37,0.02,17,28,6,18,186,-0.27,0.05,37,94,26,68,29,-0.31,0.01,4,9,0,2,147,-0.32,0.04,25,47,5,21,89,-0.18,0.02,15,35,5,28,267,-0.24,0.07,46,111,18,69
ARG,2022-06-11,Argentina,11,-0.52,0.01,1,8,1,1,523,-0.48,0.24,127,175,25,80,18,-0.68,0.01,3,7,1,4,129,-0.45,0.06,23,33,4,5,0,100,0,0,0,0,0,113,-0.42,0.05,39,31,7,15,242,-0.4,0.11,43,102,13,43,104,-0.35,0.05,12,48,2,24,9,-0.65,0,1,3,0,1,107,-0.3,0.05,14,44,5,21,152,-0.44,0.07,32,51,9,32,154,-0.35,0.07,20,45,8,14,54,-0.36,0.03,15,21,3,10,124,-0.33,0.06,47,46,24,50,32,0.1,0.01,9,6,2,1,118,-0.2,0.06,14,31,4,14,71,-0.2,0.03,18,24,7,16,184,-0.31,0.09,32,81,6,49
ARG,2022-06-12,Argentina,11,0,0.01,0,5,2,1,359,-0.31,0.2,85,108,13,50,12,-0.33,0.01,0,9,0,2,93,-0.28,0.05,30,26,5,4,0,100,0,0,0,0,0,127,0.12,0.07,37,34,7,21,242,0,0.14,43,105,16,38,78,-0.25,0.04,13,32,8,17,16,0.78,0.01,3,3,0,0,85,-0.21,0.05,16,32,6,21,117,-0.23,0.07,29,49,6,35,138,-0.1,0.08,21,27,1,18,44,-0.19,0.02,7,15,2,8,97,-0.22,0.06,20,56,7,35,16,-0.5,0.01,2,8,1,0,96,-0.19,0.05,21,35,4,24,54,-0.24,0.03,11,26,8,12,177,-0.04,0.1,33,75,13,50
ARG,2022-06-13,Argentina,29,1.64,0.01,4,13,0,3,785,1.19,0.25,135,191,30,83,53,3.42,0.02,5,16,0,5,204,1.19,0.06,15,59,7,10,0,100,0,0,0,0,0,171,0.35,0.05,42,51,8,33,429,0.77,0.14,68,174,18,82,135,0.73,0.04,26,50,10,33,23,0.44,0.01,2,5,0,1,152,0.79,0.05,27,48,8,22,221,0.89,0.07,27,84,13,60,239,0.73,0.08,32,57,7,19,79,0.8,0.03,14,20,3,15,131,0.35,0.04,30,52,4,47,22,0.38,0.01,3,4,1,1,117,0.22,0.04,20,37,4,27,73,0.35,0.02,9,34,4,18,292,0.65,0.09,44,106,16,61
ARG,2022-06-14,Argentina,47,0.62,0.01,3,11,2,4,761,-0.03,0.22,118,184,24,73,55,0.04,0.02,8,21,6,7,249,0.22,0.07,30,53,6,9,0,100,0,0,0,0,0,186,0.09,0.05,63,54,20,38,503,0.17,0.15,81,207,48,93,140,0.04,0.04,26,53,13,20,21,-0.09,0.01,4,2,1,1,182,0.2,0.05,35,75,4,29,195,-0.12,0.06,29,72,8,45,225,-0.06,0.07,36,53,9,24,74,-0.06,0.02,15,17,2,17,163,0.24,0.05,35,81,19,56,26,0.18,0.01,5,9,3,2,130,0.11,0.04,25,45,8,30,124,0.7,0.04,29,37,11,34,371,0.27,0.11,64,131,18,94
ARG,2022-06-15,Argentina,35,-0.26,0.01,1,20,3,5,769,0.01,0.21,143,228,17,62,107,0.95,0.03,7,15,7,7,321,0.29,0.09,46,58,6,20,0,100,0,0,0,0,0,213,0.15,0.06,50,59,14,38,521,0.04,0.14,84,177,37,82,139,-0.01,0.04,22,58,15,30,50,1.38,0.01,3,9,1,0,236,0.3,0.06,34,82,12,40,193,-0.01,0.05,30,58,4,40,254,0.13,0.07,35,61,3,17,114,0.54,0.03,19,34,3,18,176,0.08,0.05,46,73,15,50,31,0.19,0.01,6,14,1,3,131,0.01,0.04,27,35,4,31,98,-0.21,0.03,14,39,8,25,321,-0.13,0.09,49,121,18,79
ARG,2022-06-16,Argentina,35,0,0.01,2,14,1,3,711,-0.08,0.19,111,200,32,56,52,-0.51,0.01,5,22,2,4,344,0.07,0.09,47,81,7,12,0,100,0,0,0,0,0,235,0.1,0.06,64,60,13,27,543,0.04,0.15,78,208,31,74,214,0.54,0.06,35,111,28,76,44,-0.12,0.01,3,8,2,4,206,-0.13,0.06,21,83,11,33,256,0.33,0.07,49,69,12,43,228,-0.1,0.06,32,52,7,21,81,-0.29,0.02,15,25,3,17,167,-0.05,0.05,40,72,18,64,19,-0.39,0.01,5,4,0,0,111,-0.15,0.03,31,29,6,16,83,-0.15,0.02,16,34,1,15,324,0.01,0.09,64,110,26,83
BHS,2022-06-01,Bahamas,5,0,0.02,0,1,0,0,14,0,0.06,3,2,0,1,10,0,0.04,1,5,0,1,12,0,0.05,6,1,0,0,0,0,0,0,0,0,0,27,0,0.11,7,6,2,7,23,0,0.09,5,7,2,5,6,0,0.02,1,2,1,0,1,0,0,0,0,0,0,8,0,0.03,0,2,0,0,20,0,0.08,9,5,3,3,18,0,0.07,2,4,1,0,1,0,0,0,0,0,0,62,0,0.26,14,21,5,7,0,0,0,0,0,0,0,4,0,0.02,4,0,0,0,22,0,0.09,5,8,3,3,10,0,0.04,3,2,1,1
BHS,2022-06-02,Bahamas,2,-0.6,0.01,1,0,0,0,21,0.5,0.07,8,5,1,2,16,0.6,0.05,4,4,0,0,11,-0.08,0.04,2,5,2,2,0,100,0,0,0,0,0,42,0.56,0.14,9,12,3,6,18,-0.22,0.06,4,4,2,0,4,-0.33,0.01,0,0,1,1,4,3,0.01,1,0,1,1,12,0.5,0.04,2,0,1,4,14,-0.3,0.05,3,5,2,4,29,0.61,0.1,10,5,3,1,2,1,0.01,1,0,0,0,47,-0.24,0.16,11,15,4,6,4,100,0.01,3,1,2,0,13,2.25,0.04,3,4,0,2,38,0.73,0.13,13,6,6,3,19,0.9,0.06,3,5,4,2
BHS,2022-06-03,Bahamas,3,0.5,0.01,2,0,0,0,10,-0.52,0.04,1,2,0,0,12,-0.25,0.05,2,3,2,2,4,-0.64,0.02,0,1,1,1,0,100,0,0,0,0,0,32,-0.24,0.14,2,13,4,3,23,0.28,0.1,5,5,2,3,5,0.25,0.02,0,1,0,0,1,-0.75,0,0,1,0,0,7,-0.42,0.03,4,2,0,1,18,0.29,0.08,3,6,2,3,27,-0.07,0.12,5,8,3,0,7,2.5,0.03,1,3,0,0,34,-0.28,0.15,10,9,3,3,0,-1,0,0,0,0,0,6,-0.54,0.03,3,1,1,1,23,-0.39,0.1,7,9,7,4,12,-0.37,0.05,6,1,2,2
BHS,2022-06-04,Bahamas,1,-0.67,0.01,0,1,0,1,13,0.3,0.08,1,5,1,0,13,0.08,0.08,2,6,3,1,6,0.5,0.04,2,2,1,0,0,100,0,0,0,0,0,22,-0.31,0.13,2,11,2,3,7,-0.7,0.04,0,2,2,0,2,-0.6,0.01,1,1,0,0,0,-1,0,0,0,0,0,7,0,0.04,0,1,1,2,11,-0.39,0.07,3,2,2,1,18,-0.33,0.11,2,6,4,2,4,-0.43,0.02,1,2,0,0,29,-0.15,0.18,7,9,4,1,1,100,0.01,0,1,0,0,7,0.17,0.04,3,0,0,1,17,-0.26,0.1,6,5,3,2,5,-0.58,0.03,2,2,0,0
BHS,2022-06-05,Bahamas,0,-1,0,0,0,0,0,14,0.08,0.08,7,3,1,2,8,-0.38,0.05,1,3,0,0,7,0.17,0.04,1,0,0,0,0,100,0,0,0,0,0,16,-0.27,0.09,4,2,2,1,6,-0.14,0.03,3,1,2,0,6,2,0.03,0,0,0,0,0,100,0,0,0,0,0,5,-0.29,0.03,0,2,0,0,20,0.82,0.12,6,3,0,6,22,0.22,0.13,6,8,1,1,4,0,0.02,0,3,1,0,32,0.1,0.19,6,14,6,4,1,0,0.01,0,0,0,0,7,0,0.04,3,1,1,1,22,0.29,0.13,10,8,3,1,2,-0.6,0.01,1,0,0,0
BHS,2022-06-06,Bahamas,5,100,0.03,1,2,2,0,8,-0.43,0.05,3,3,2,3,10,0.25,0.06,1,6,0,1,6,-0.14,0.04,2,1,0,0,0,100,0,0,0,0,0,16,0,0.1,6,3,2,0,14,1.33,0.08,5,5,1,5,3,-0.5,0.02,0,1,0,1,0,100,0,0,0,0,0,9,0.8,0.05,0,1,0,0,20,0,0.12,2,5,0,2,8,-0.64,0.05,2,2,0,1,2,-0.5,0.01,1,1,0,1,29,-0.09,0.17,5,10,5,5,5,4,0.03,2,1,0,1,3,-0.57,0.02,2,1,0,0,19,-0.14,0.11,7,7,3,5,9,3.5,0.05,4,0,0,2
BHS,2022-06-07,Bahamas,4,-0.2,0.02,3,0,0,0,15,0.88,0.06,2,4,0,0,19,0.9,0.07,3,7,0,3,5,-0.17,0.02,3,0,2,0,0,100,0,0,0,0,0,47,1.94,0.18,11,15,4,5,16,0.14,0.06,3,7,1,2,5,0.67,0.02,0,3,1,2,1,100,0,0,0,0,0,11,0.22,0.04,0,3,0,0,14,-0.3,0.05,4,3,1,1,18,1.25,0.07,5,9,0,0,11,4.5,0.04,2,3,0,0,56,0.93,0.22,10,18,8,5,1,-0.8,0,0,0,0,0,2,-0.33,0.01,0,2,0,1,19,0,0.07,5,4,5,4,14,0.56,0.05,4,3,1,4
