id,date,name,docs-1,docs-delta-percent-1,docs-percent-1,docs-female-1,docs-male-1,docs-questions-1,docs-complaints-1,docs-2,docs-delta-percent-2,docs-percent-2,docs-female-2,docs-male-2,docs-questions-2,docs-complaints-2,docs-3,docs-delta-percent-3,docs-percent-3,docs-female-3,docs-male-3,docs-questions-3,docs-complaints-3,docs-4,docs-delta-percent-4,docs-percent-4,docs-female-4,docs-male-4,docs-questions-4,docs-complaints-4,docs-5,docs-delta-percent-5,docs-percent-5,docs-female-5,docs-male-5,docs-questions-5,docs-complaints-5,docs-6,docs-delta-percent-6,docs-percent-6,docs-female-6,docs-male-6,docs-questions-6,docs-complaints-6,docs-7,docs-delta-percent-7,docs-percent-7,docs-female-7,docs-male-7,docs-questions-7,docs-complaints-7,docs-8,docs-delta-percent-8,docs-percent-8,docs-female-8,docs-male-8,docs-questions-8,docs-complaints-8,docs-9,docs-delta-percent-9,docs-percent-9,docs-female-9,docs-male-9,docs-questions-9,docs-complaints-9,docs-10,docs-delta-percent-10,docs-percent-10,docs-female-10,docs-male-10,docs-questions-10,docs-complaints-10,docs-11,docs-delta-percent-11,docs-percent-11,docs-female-11,docs-male-11,docs-questions-11,docs-complaints-11,docs-12,docs-delta-percent-12,docs-percent-12,docs-female-12,docs-male-12,docs-questions-12,docs-complaints-12,docs-13,docs-delta-percent-13,docs-percent-13,docs-female-13,docs-male-13,docs-questions-13,docs-complaints-13,docs-14,docs-delta-percent-14,docs-percent-14,docs-female-14,docs-male-14,docs-questions-14,docs-complaints-14,docs-15,docs-delta-percent-15,docs-percent-15,docs-female-15,docs-male-15,docs-questions-15,docs-complaints-15,docs-16,docs-delta-percent-16,docs-percent-16,docs-female-16,docs-male-16,docs-questions-16,docs-complaints-16,docs-17,docs-delta-percent-17,docs-percent-17,docs-female-17,docs-male-17,docs-questions-17,docs-complaints-17,docs-18,docs-delta-percent-18,docs-percent-18,docs-female-18,docs-male-18,docs-questions-18,docs-complaints-18
ARG,2022-06-01,Argentina,35,0,0.01,5,6,0,3,800,0,0.22,160,204,27,122,53,0,0.01,7,18,3,7,234,0,0.06,37,60,13,11,0,0,0,0,0,0,0,226,0,0.06,72,65,9,51,523,0,0.14,100,177,24,82,167,0,0.04,33,53,12,37,29,0,0.01,4,7,2,3,209,0,0.06,32,62,12,31,227,0,0.06,39,80,11,39,278,0,0.07,38,81,9,33,94,0,0.03,13,31,2,17,177,0,0.05,39,76,19,60,14,0,0,2,5,1,0,190,0,0.05,52,60,12,34,111,0,0.03,22,51,8,37,348,0,0.09,47,127,24,94
ARG,2022-06-02,Argentina,29,-0.17,0.01,5,5,0,2,988,0.24,0.26,197,280,28,156,47,-0.11,0.01,9,15,2,6,224,-0.04,0.06,36,43,6,10,0,100,0,0,0,0,0,251,0.11,0.07,70,82,18,54,516,-0.01,0.13,80,154,29,78,211,0.26,0.05,36,91,21,47,28,-0.03,0.01,4,7,0,1,222,0.06,0.06,54,76,17,39,203,-0.11,0.05,38,77,16,50,274,-0.01,0.07,37,75,5,34,91,-0.03,0.02,26,35,8,18,191,0.08,0.05,51,91,15,52,23,0.64,0.01,3,10,2,3,109,-0.43,0.03,33,37,6,29,109,-0.02,0.03,23,53,8,37,329,-0.05,0.09,72,133,28,75
ARG,2022-06-03,Argentina,33,0.14,0.01,3,20,0,10,931,-0.06,0.22,169,251,30,137,50,0.06,0.01,12,18,2,8,282,0.26,0.07,31,87,6,4,0,100,0,0,0,0,0,273,0.09,0.07,67,73,15,46,614,0.19,0.15,102,199,28,85,208,-0.01,0.05,40,82,28,46,35,0.25,0.01,8,3,1,0,226,0.02,0.05,31,87,10,46,257,0.27,0.06,55,94,14,47,241,-0.12,0.06,28,64,9,34,136,0.49,0.03,23,42,3,28,187,-0.02,0.05,44,86,11,63,34,0.48,0.01,6,5,1,0,141,0.29,0.03,28,49,6,33,115,0.06,0.03,27,67,9,35,377,0.15,0.09,65,134,27,88
ARG,2022-06-04,Argentina,17,-0.48,0.01,2,4,0,3,429,-0.54,0.17,69,160,14,48,31,-0.38,0.01,4,10,4,4,158,-0.44,0.06,27,57,6,12,0,100,0,0,0,0,0,154,-0.44,0.06,49,40,9,26,380,-0.38,0.15,78,177,25,82,117,-0.44,0.05,19,64,11,32,22,-0.37,0.01,3,6,2,4,145,-0.36,0.06,36,69,14,36,149,-0.42,0.06,24,57,14,33,127,-0.47,0.05,17,46,6,18,51,-0.62,0.02,12,22,3,10,180,-0.04,0.07,41,103,15,70,8,-0.76,0,1,3,0,2,104,-0.26,0.04,16,50,9,30,90,-0.22,0.04,20,39,8,29,321,-0.15,0.13,59,141,20,85
ARG,2022-06-05,Argentina,36,1.12,0.01,9,9,1,0,288,-0.33,0.11,53,84,11,41,28,-0.1,0.01,3,11,3,2,662,3.19,0.26,103,141,16,13,0,100,0,0,0,0,0,127,-0.18,0.05,40,38,6,21,349,-0.08,0.14,67,158,18,49,100,-0.15,0.04,25,43,5,23,17,-0.23,0.01,5,6,0,1,193,0.33,0.08,27,61,11,32,109,-0.27,0.04,26,38,8,26,113,-0.11,0.04,20,38,10,23,43,-0.16,0.02,9,16,3,10,113,-0.37,0.04,30,64,22,54,14,0.75,0.01,5,5,2,0,77,-0.26,0.03,15,37,4,18,89,-0.01,0.03,14,37,3,19,210,-0.35,0.08,36,106,17,67
ARG,2022-06-06,Argentina,26,-0.28,0.01,3,8,2,6,611,1.12,0.19,103,127,21,59,48,0.71,0.01,13,15,4,8,313,-0.53,0.1,45,77,5,12,0,100,0,0,0,0,0,177,0.39,0.05,40,36,5,18,466,0.34,0.14,80,173,25,85,191,0.91,0.06,38,85,13,56,19,0.12,0.01,2,6,0,1,218,0.13,0.07,38,71,7,37,176,0.61,0.05,33,52,8,40,208,0.84,0.06,27,37,7,27,88,1.05,0.03,14,19,1,22,162,0.43,0.05,33,77,18,62,21,0.5,0.01,7,8,5,3,132,0.71,0.04,27,47,8,54,107,0.2,0.03,21,41,8,37,282,0.34,0.09,49,112,18,77
ARG,2022-06-07,Argentina,24,-0.08,0.01,6,7,0,3,658,0.08,0.2,93,153,12,60,31,-0.35,0.01,6,7,1,4,272,-0.13,0.08,28,63,6,19,0,100,0,0,0,0,0,192,0.08,0.06,56,50,10,32,533,0.14,0.16,97,182,34,99,224,0.17,0.07,40,93,20,56,24,0.26,0.01,2,5,1,1,179,-0.18,0.05,27,69,13,29,187,0.06,0.06,35,66,10,44,207,0,0.06,28,61,2,19,63,-0.28,0.02,9,22,4,11,186,0.15,0.06,54,84,35,76,21,0,0.01,4,7,1,0,158,0.2,0.05,34,51,11,33,105,-0.02,0.03,25,34,5,27,282,0,0.08,38,118,19,74
ARG,2022-06-08,Argentina,34,0.42,0.01,2,10,2,4,673,0.02,0.19,106,172,13,63,55,0.77,0.02,9,23,4,9,281,0.03,0.08,30,65,7,8,0,100,0,0,0,0,0,212,0.1,0.06,63,55,11,29,507,-0.05,0.14,73,193,35,106,254,0.13,0.07,45,114,28,71,25,0.04,0.01,2,6,0,2,183,0.02,0.05,30,77,14,45,212,0.13,0.06,35,83,13,38,213,0.03,0.06,31,48,7,16,93,0.48,0.03,14,29,5,13,256,0.38,0.07,49,133,38,94,12,-0.43,0,2,4,2,3,193,0.22,0.05,42,57,11,44,118,0.12,0.03,17,37,7,31,293,0.04,0.08,54,125,28,90
ARG,2022-06-09,Argentina,29,-0.15,0.01,3,9,0,2,641,-0.05,0.17,97,169,14,53,37,-0.33,0.01,7,13,5,9,307,0.09,0.08,41,78,7,16,0,100,0,0,0,0,0,181,-0.15,0.05,63,41,12,29,518,0.02,0.14,87,184,34,94,217,-0.15,0.06,54,96,12,55,26,0.04,0.01,2,6,2,5,202,0.1,0.05,42,71,9,29,401,0.89,0.11,83,137,53,153,213,0,0.06,31,63,12,27,62,-0.33,0.02,10,20,4,7,254,-0.01,0.07,67,113,27,93,42,2.5,0.01,6,13,1,5,215,0.11,0.06,38,70,18,36,109,-0.08,0.03,28,33,7,30,353,0.2,0.09,75,127,19,111
ARG,2022-06-10,Argentina,23,-0.21,0.01,1,8,1,1,1002,0.56,0.28,212,299,64,151,56,0.51,0.02,4,18,4,4,236,-0.23,0.07,25,64,8,12,0,100,0,0,0,0,0,196,0.08,0.05,42,54,9,28,402,-0.22,0.11,65,112,18,69,161,-0.26,0.05,30,75,9,28,26,0,0.01,2,7,1,2,153,-0.24,0.04,32,47,10,23,272,-0.32,0.08,48,95,24,87,236,0.11,0.07,21,50,5,25,85,0.37,0.02,17,28,6,18,186,-0.27,0.05,37,94,26,68,29,-0.31,0.01,4,9,0,2,147,-0.32,0.04,25,47,5,21,89,-0.18,0.02,15,35,5,28,267,-0.24,0.07,46,111,18,69
ARG,2022-06-11,Argentina,11,-0.52,0.01,1,8,1,1,525,-0.48,0.24,128,173,25,80,18,-0.68,0.01,3,7,1,4,129,-0.45,0.06,23,33,4,5,0,100,0,0,0,0,0,114,-0.42,0.05,39,32,7,15,245,-0.39,0.11,43,103,13,43,104,-0.35,0.05,12,48,2,24,9,-0.65,0,1,3,0,1,108,-0.29,0.05,14,45,5,21,153,-0.44,0.07,32,52,9,33,154,-0.35,0.07,20,45,8,14,54,-0.36,0.03,15,21,3,10,124,-0.33,0.06,47,46,24,50,31,0.07,0.01,9,6,2,1,119,-0.19,0.06,14,32,4,14,71,-0.2,0.03,18,24,7,16,184,-0.31,0.09,32,81,6,49
ARG,2022-06-12,Argentina,11,0,0.01,0,5,2,1,374,-0.29,0.21,85,115,13,53,12,-0.33,0.01,0,9,0,2,94,-0.27,0.05,30,27,5,4,0,100,0,0,0,0,0,128,0.12,0.07,36,34,7,21,244,0,0.14,43,105,16,38,78,-0.25,0.04,13,32,8,17,16,0.78,0.01,3,3,0,0,87,-0.19,0.05,16,32,6,21,117,-0.24,0.07,29,49,6,35,137,-0.11,0.08,21,26,1,18,44,-0.19,0.02,7,15,2,8,96,-0.23,0.05,20,55,7,35,16,-0.48,0.01,2,8,1,0,96,-0.19,0.05,21,35,4,24,54,-0.24,0.03,11,26,8,12,177,-0.04,0.1,33,75,13,50
ARG,2022-06-13,Argentina,29,1.64,0.01,4,13,0,3,826,1.21,0.26,143,205,31,86,53,3.42,0.02,5,16,0,5,204,1.17,0.06,16,59,7,10,0,100,0,0,0,0,0,171,0.34,0.05,42,52,8,33,445,0.82,0.14,72,182,22,84,135,0.73,0.04,26,50,10,33,23,0.44,0.01,2,5,0,1,153,0.76,0.05,27,48,8,22,221,0.89,0.07,27,84,13,60,240,0.75,0.07,32,56,7,19,80,0.82,0.02,14,20,3,15,131,0.36,0.04,30,52,4,47,22,0.38,0.01,3,4,1,1,118,0.23,0.04,20,37,4,27,73,0.35,0.02,9,34,4,18,292,0.65,0.09,44,106,16,61
ARG,2022-06-14,Argentina,47,0.62,0.01,4,10,2,3,816,-0.01,0.23,124,201,26,78,55,0.04,0.02,8,21,6,7,247,0.21,0.07,29,52,6,9,0,100,0,0,0,0,0,185,0.08,0.05,63,54,20,38,520,0.17,0.15,81,217,47,95,143,0.06,0.04,27,54,15,20,21,-0.09,0.01,4,2,1,1,183,0.2,0.05,35,75,4,29,197,-0.11,0.06,29,72,8,46,227,-0.05,0.06,37,53,9,24,74,-0.07,0.02,15,17,2,17,164,0.25,0.05,35,82,20,57,26,0.18,0.01,5,9,3,2,130,0.1,0.04,25,45,8,30,123,0.68,0.03,29,37,11,33,371,0.27,0.11,64,131,18,94
ARG,2022-06-15,Argentina,35,-0.26,0.01,1,20,3,5,824,0.01,0.22,150,241,19,68,107,0.95,0.03,7,15,7,7,327,0.32,0.09,46,60,6,20,0,100,0,0,0,0,0,214,0.16,0.06,49,60,14,38,547,0.05,0.14,86,189,37,85,137,-0.04,0.04,21,57,14,29,50,1.38,0.01,3,9,1,0,239,0.31,0.06,35,83,12,42,195,-0.01,0.05,31,59,5,41,253,0.11,0.07,35,61,3,17,113,0.53,0.03,19,33,3,18,174,0.06,0.05,45,72,15,50,31,0.19,0.01,6,14,1,3,130,0,0.03,26,35,4,30,97,-0.21,0.03,14,39,8,24,322,-0.13,0.08,49,122,19,80
ARG,2022-06-16,Argentina,35,0,0.01,2,14,1,3,765,-0.07,0.21,120,208,33,56,52,-0.51,0.01,5,22,2,4,345,0.06,0.09,47,82,7,12,0,100,0,0,0,0,0,233,0.09,0.06,63,61,13,27,560,0.02,0.15,83,214,31,75,214,0.56,0.06,35,112,28,75,43,-0.14,0.01,3,7,2,4,205,-0.14,0.06,21,83,11,33,257,0.32,0.07,49,69,12,43,229,-0.09,0.06,31,53,7,21,81,-0.28,0.02,15,25,3,17,167,-0.04,0.04,40,72,18,64,19,-0.39,0.01,5,4,0,0,111,-0.15,0.03,31,29,6,16,83,-0.14,0.02,16,33,1,15,325,0.01,0.09,64,110,26,84
ARG,2022-06-17,Argentina,24,-0.31,0.01,4,13,1,6,429,-0.44,0.19,86,126,21,40,33,-0.37,0.01,8,10,5,3,157,-0.54,0.07,27,51,4,9,0,100,0,0,0,0,0,134,-0.42,0.06,38,38,8,12,361,-0.36,0.16,55,161,17,54,141,-0.34,0.06,22,79,18,30,21,-0.51,0.01,6,3,1,1,145,-0.29,0.06,21,57,12,21,156,-0.39,0.07,39,57,10,44,133,-0.42,0.06,23,34,10,21,43,-0.47,0.02,9,15,3,4,142,-0.15,0.06,37,64,19,50,17,-0.11,0.01,4,6,1,0,89,-0.2,0.04,23,36,3,16,82,-0.01,0.04,10,28,0,20,194,-0.4,0.08,32,80,19,57
ARG,2022-06-18,Argentina,12,-0.5,0.01,2,5,1,0,422,-0.02,0.22,105,157,14,40,26,-0.21,0.01,7,4,1,2,153,-0.03,0.08,21,42,6,6,0,100,0,0,0,0,0,120,-0.1,0.06,46,33,7,17,270,-0.25,0.14,49,111,17,45,70,-0.5,0.04,17,26,9,13,15,-0.29,0.01,1,6,2,4,118,-0.19,0.06,26,42,11,22,126,-0.19,0.07,23,55,5,26,97,-0.27,0.05,15,40,9,13,74,0.72,0.04,12,15,2,10,138,-0.03,0.07,37,51,13,49,11,-0.35,0.01,1,3,0,0,68,-0.24,0.04,20,16,5,14,55,-0.33,0.03,6,25,3,12,131,-0.32,0.07,23,57,11,31
ARG,2022-06-19,Argentina,10,-0.17,0.01,4,4,1,2,229,-0.46,0.15,45,63,8,21,32,0.23,0.02,7,12,0,2,157,0.03,0.1,19,40,5,11,0,100,0,0,0,0,0,69,-0.42,0.05,21,25,5,10,269,0,0.18,52,117,12,44,90,0.29,0.06,16,43,13,23,15,0,0.01,5,4,1,2,110,-0.07,0.07,16,36,6,13,86,-0.32,0.06,20,25,6,18,57,-0.41,0.04,5,14,4,8,18,-0.76,0.01,4,8,0,5,90,-0.35,0.06,21,48,9,35,18,0.64,0.01,3,5,2,2,75,0.1,0.05,15,36,5,17,49,-0.11,0.03,13,24,2,15,153,0.17,0.1,20,63,17,33
ARG,2022-06-20,Argentina,25,1.5,0.01,4,10,6,4,404,0.76,0.18,78,131,9,40,34,0.06,0.01,7,14,3,6,163,0.04,0.07,14,51,4,11,0,100,0,0,0,0,0,131,0.9,0.06,41,42,5,26,385,0.43,0.17,69,168,25,57,101,0.12,0.04,11,64,16,28,42,1.8,0.02,3,18,1,2,145,0.32,0.06,26,67,13,23,108,0.26,0.05,19,51,12,32,142,1.49,0.06,27,50,6,15,51,1.83,0.02,10,20,2,19,134,0.49,0.06,24,71,13,49,19,0.06,0.01,3,10,5,3,81,0.08,0.04,29,25,7,23,86,0.76,0.04,14,43,8,20,252,0.65,0.11,40,112,13,62
ARG,2022-06-21,Argentina,23,-0.08,0.01,2,9,0,1,730,0.81,0.22,119,197,29,82,52,0.53,0.02,12,17,2,4,218,0.34,0.06,35,47,3,9,0,100,0,0,0,0,0,175,0.34,0.05,38,52,6,22,528,0.37,0.16,93,210,40,80,161,0.59,0.05,31,59,13,39,75,0.79,0.02,6,12,1,3,235,0.62,0.07,34,93,19,43,161,0.49,0.05,22,49,13,31,188,0.32,0.06,23,53,9,31,78,0.53,0.02,13,28,2,16,204,0.52,0.06,53,87,21,71,24,0.26,0.01,6,13,3,2,109,0.35,0.03,22,27,4,17,119,0.38,0.04,17,38,5,34,298,0.18,0.09,56,116,14,86
BHS,2022-06-01,Bahamas,5,0,0.02,0,1,0,0,14,0,0.06,3,2,0,1,10,0,0.04,1,5,0,1,12,0,0.05,6,1,0,0,0,0,0,0,0,0,0,27,0,0.11,7,6,2,7,23,0,0.09,5,7,2,5,6,0,0.02,1,2,1,0,1,0,0,0,0,0,0,8,0,0.03,0,2,0,0,20,0,0.08,9,5,3,3,18,0,0.07,2,4,1,0,1,0,0,0,0,0,0,62,0,0.26,14,21,5,7,0,0,0,0,0,0,0,4,0,0.02,4,0,0,0,22,0,0.09,5,8,3,3,10,0,0.04,3,2,1,1
BHS,2022-06-02,Bahamas,2,-0.6,0.01,1,0,0,0,21,0.5,0.07,8,5,1,2,16,0.6,0.05,4,4,0,0,11,-0.08,0.04,2,5,2,2,0,100,0,0,0,0,0,42,0.56,0.14,9,12,3,6,18,-0.22,0.06,4,4,2,0,4,-0.33,0.01,0,0,1,1,4,3,0.01,1,0,1,1,12,0.5,0.04,2,0,1,4,14,-0.3,0.05,3,5,2,4,29,0.61,0.1,10,5,3,1,2,1,0.01,1,0,0,0,47,-0.24,0.16,11,15,4,6,4,100,0.01,3,1,2,0,13,2.25,0.04,3,4,0,2,38,0.73,0.13,13,6,6,3,19,0.9,0.06,3,5,4,2
