id,date,name,docs-1,docs-delta-percent-1,docs-percent-1,docs-female-1,docs-male-1,docs-questions-1,docs-complaints-1,docs-2,docs-delta-percent-2,docs-percent-2,docs-female-2,docs-male-2,docs-questions-2,docs-complaints-2,docs-3,docs-delta-percent-3,docs-percent-3,docs-female-3,docs-male-3,docs-questions-3,docs-complaints-3,docs-4,docs-delta-percent-4,docs-percent-4,docs-female-4,docs-male-4,docs-questions-4,docs-complaints-4,docs-5,docs-delta-percent-5,docs-percent-5,docs-female-5,docs-male-5,docs-questions-5,docs-complaints-5,docs-6,docs-delta-percent-6,docs-percent-6,docs-female-6,docs-male-6,docs-questions-6,docs-complaints-6,docs-7,docs-delta-percent-7,docs-percent-7,docs-female-7,docs-male-7,docs-questions-7,docs-complaints-7,docs-8,docs-delta-percent-8,docs-percent-8,docs-female-8,docs-male-8,docs-questions-8,docs-complaints-8,docs-9,docs-delta-percent-9,docs-percent-9,docs-female-9,docs-male-9,docs-questions-9,docs-complaints-9,docs-10,docs-delta-percent-10,docs-percent-10,docs-female-10,docs-male-10,docs-questions-10,docs-complaints-10,docs-11,docs-delta-percent-11,docs-percent-11,docs-female-11,docs-male-11,docs-questions-11,docs-complaints-11,docs-12,docs-delta-percent-12,docs-percent-12,docs-female-12,docs-male-12,docs-questions-12,docs-complaints-12,docs-13,docs-delta-percent-13,docs-percent-13,docs-female-13,docs-male-13,docs-questions-13,docs-complaints-13,docs-14,docs-delta-percent-14,docs-percent-14,docs-female-14,docs-male-14,docs-questions-14,docs-complaints-14,docs-15,docs-delta-percent-15,docs-percent-15,docs-female-15,docs-male-15,docs-questions-15,docs-complaints-15,docs-16,docs-delta-percent-16,docs-percent-16,docs-female-16,docs-male-16,docs-questions-16,docs-complaints-16,docs-17,docs-delta-percent-17,docs-percent-17,docs-female-17,docs-male-17,docs-questions-17,docs-complaints-17,docs-18,docs-delta-percent-18,docs-percent-18,docs-female-18,docs-male-18,docs-questions-18,docs-complaints-18
ARG,2022-05-01,Argentina,55,0,0.02,4,13,2,2,247,0,0.08,46,47,12,6,38,0,0.01,7,4,3,0,152,0,0.05,19,37,4,2,158,0,0.05,16,115,6,5,142,0,0.05,43,35,9,15,641,0,0.22,105,247,28,29,209,0,0.07,33,81,32,29,15,0,0.01,3,4,0,0,196,0,0.07,42,83,13,6,179,0,0.06,25,51,8,19,136,0,0.05,18,45,8,8,46,0,0.02,11,12,4,5,245,0,0.08,46,94,21,34,40,0,0.01,4,3,0,1,95,0,0.03,16,29,4,11,80,0,0.03,18,27,6,19,259,0,0.09,44,95,19,41
ARG,2022-05-02,Argentina,64,0.16,0.02,4,13,5,2,498,1.02,0.13,70,121,14,14,48,0.26,0.01,5,10,1,1,203,0.34,0.05,29,56,10,2,245,0.55,0.06,17,143,18,10,197,0.39,0.05,45,37,12,13,729,0.14,0.19,114,217,61,46,237,0.13,0.06,23,104,41,21,26,0.73,0.01,4,0,0,0,325,0.66,0.09,53,117,12,8,196,0.09,0.05,27,62,5,33,176,0.29,0.05,30,37,3,13,110,1.39,0.03,16,33,7,24,194,-0.21,0.05,43,67,26,27,24,-0.4,0.01,5,7,1,4,118,0.24,0.03,20,34,5,12,126,0.58,0.03,9,53,11,26,295,0.14,0.08,47,92,21,24
ARG,2022-05-03,Argentina,92,0.44,0.02,8,19,6,1,570,0.14,0.13,90,129,21,31,58,0.21,0.01,6,15,5,1,266,0.31,0.06,49,52,8,4,169,-0.31,0.04,15,64,14,12,253,0.28,0.06,47,68,15,16,806,0.11,0.19,91,299,46,49,252,0.06,0.06,30,79,24,20,20,-0.23,0,1,3,0,1,268,-0.18,0.06,57,82,13,22,228,0.16,0.05,39,60,8,45,266,0.51,0.06,28,73,9,24,85,-0.23,0.02,18,24,3,14,209,0.08,0.05,34,89,27,33,24,0,0.01,2,9,0,3,137,0.16,0.03,24,39,12,16,148,0.17,0.03,29,42,11,34,434,0.47,0.1,67,133,33,38
ARG,2022-05-04,Argentina,75,-0.18,0.02,5,19,1,4,578,0.01,0.13,104,129,15,48,62,0.07,0.01,13,17,3,7,296,0.11,0.07,37,79,8,40,196,0.16,0.04,19,65,21,34,254,0,0.06,69,72,20,37,651,-0.19,0.15,92,227,26,75,206,-0.18,0.05,43,62,18,41,28,0.4,0.01,2,6,1,1,292,0.09,0.07,79,97,22,52,298,0.31,0.07,48,90,11,69,312,0.17,0.07,48,81,10,48,124,0.46,0.03,14,42,6,23,252,0.21,0.06,67,101,33,76,27,0.13,0.01,3,5,2,4,195,0.42,0.04,40,46,9,28,121,-0.18,0.03,22,35,5,30,464,0.07,0.1,84,155,23,97
ARG,2022-05-05,Argentina,67,-0.11,0.02,6,17,0,3,521,-0.1,0.12,89,123,13,60,47,-0.24,0.01,7,11,2,6,238,-0.2,0.06,38,60,7,12,229,0.17,0.05,19,62,10,31,283,0.11,0.07,77,71,11,38,693,0.06,0.17,109,222,38,85,220,0.07,0.05,48,79,18,51,33,0.18,0.01,5,7,0,1,334,0.14,0.08,87,128,9,37,249,-0.16,0.06,57,73,18,55,228,-0.27,0.05,30,70,10,39,111,-0.1,0.03,19,34,3,24,189,-0.25,0.05,46,81,26,58,21,-0.22,0.01,6,5,2,4,156,-0.2,0.04,38,56,19,28,115,-0.05,0.03,20,43,6,31,446,-0.04,0.11,64,172,24,94
ARG,2022-05-06,Argentina,87,0.3,0.02,5,23,2,13,522,0,0.12,95,116,5,42,43,-0.09,0.01,9,16,1,4,218,-0.08,0.05,25,57,7,15,236,0.03,0.06,14,85,24,43,326,0.15,0.08,80,108,24,56,733,0.06,0.17,122,295,45,105,214,-0.03,0.05,35,85,14,54,29,-0.12,0.01,6,6,1,1,366,0.1,0.09,106,118,14,43,236,-0.05,0.06,63,85,14,51,301,0.32,0.07,43,74,9,29,82,-0.26,0.02,20,22,2,16,191,0.01,0.05,45,98,22,72,15,-0.29,0,7,3,1,3,115,-0.26,0.03,33,36,6,23,141,0.23,0.03,17,59,12,41,384,-0.14,0.09,61,151,18,88
ARG,2022-05-07,Argentina,49,-0.44,0.02,1,17,2,3,302,-0.42,0.12,67,90,15,38,33,-0.23,0.01,6,8,1,4,138,-0.37,0.05,30,49,3,6,127,-0.46,0.05,14,44,11,32,195,-0.4,0.08,55,87,18,71,428,-0.42,0.17,45,198,17,52,129,-0.4,0.05,34,49,11,43,16,-0.45,0.01,5,0,1,1,205,-0.44,0.08,58,88,9,34,139,-0.41,0.05,31,62,7,39,180,-0.4,0.07,35,61,10,43,50,-0.39,0.02,12,22,4,8,170,-0.11,0.07,29,104,17,77,9,-0.4,0,1,4,0,0,79,-0.31,0.03,18,29,3,17,93,-0.34,0.04,10,43,7,32,251,-0.35,0.1,52,116,19,62
ARG,2022-05-08,Argentina,38,-0.22,0.02,6,7,0,1,199,-0.34,0.1,39,60,6,20,23,-0.3,0.01,4,9,0,4,88,-0.36,0.04,16,36,9,13,91,-0.28,0.04,16,41,10,28,143,-0.27,0.07,47,47,9,36,319,-0.25,0.16,59,132,20,65,104,-0.19,0.05,22,49,12,36,19,0.19,0.01,3,3,0,3,229,0.12,0.11,33,102,14,41,124,-0.11,0.06,30,43,16,50,101,-0.44,0.05,18,31,6,18,26,-0.48,0.01,5,16,5,4,146,-0.14,0.07,33,71,20,44,15,0.67,0.01,0,7,3,0,97,0.23,0.05,26,32,8,24,85,-0.09,0.04,21,35,3,21,208,-0.17,0.1,40,82,15,64
ARG,2022-05-09,Argentina,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0
BHS,2022-05-01,Bahamas,1,0,0.01,0,1,0,0,15,0,0.09,1,9,2,2,11,0,0.07,2,3,1,1,2,0,0.01,0,1,0,0,10,0,0.06,5,2,0,0,18,0,0.11,5,4,3,0,14,0,0.09,0,9,2,1,0,0,0,0,0,0,0,3,0,0.02,0,3,0,0,14,0,0.09,3,7,1,0,9,0,0.06,4,2,1,2,13,0,0.08,5,2,3,2,6,0,0.04,1,5,0,1,23,0,0.14,6,6,3,3,2,0,0.01,1,0,2,0,1,0,0.01,1,0,1,0,15,0,0.09,5,1,3,2,5,0,0.03,3,2,1,1
